,ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr,st_timestamp,et_timestamp,flow_tag,flow_type
4616,2018-10-24 16:26:49,2018-10-24 16:26:52,2.855,174.129.217.97,192.168.1.165,3478,4932.0,TCP,...AP.SF,0.0,0.0,5.0,448.0,8.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.2919999999999998,205.859,207.517,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416409.0,1540416412.0,,0
4617,2018-10-24 16:25:37,2018-10-24 16:25:37,0.004,43.245.48.27,192.168.1.196,123,5205.0,UDP,........,0.0,0.0,1.0,48.0,1.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416337.0,1540416337.0,,0
4618,2018-10-24 16:24:23,2018-10-24 16:24:23,0.058,192.168.1.165,192.168.1.169,3406,49153.0,TCP,...AP.SF,0.0,0.0,8.0,363.0,8.0,4827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,6.532,1.112,3.075,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416263.0,1540416263.0,,0
4619,2018-10-24 16:25:19,2018-10-24 16:28:03,164.103,192.168.1.1,192.168.1.245,1900,56404.0,UDP,........,0.0,0.0,4.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416319.0,1540416483.0,,0
4620,2018-10-24 16:25:59,2018-10-24 16:29:05,185.871,192.168.1.169,192.168.1.1,0,2048.0,ICMP,........,0.0,0.0,6.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416359.0,1540416545.0,,0
4621,2018-10-24 16:24:37,2018-10-24 16:24:37,0.013,192.168.1.165,192.168.1.245,3943,49154.0,TCP,...AP.SF,0.0,0.0,7.0,552.0,6.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.217,0.9259999999999999,3.286,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416277.0,1540416277.0,,0
4622,2018-10-24 16:26:36,2018-10-24 16:26:38,1.390,52.35.213.173,192.168.1.216,443,35758.0,TCP,...AP.SF,0.0,0.0,8.0,2454.0,13.0,5425.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,5.127999999999999,152.749,154.361,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416396.0,1540416398.0,,0
4623,2018-10-24 16:24:44,2018-10-24 16:24:45,1.384,192.168.1.216,54.148.2.234,52634,443.0,TCP,...AP.SF,0.0,0.0,13.0,5425.0,9.0,2486.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,5.357,153.195,155.493,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416284.0,1540416285.0,,0
4624,2018-10-24 16:28:56,2018-10-24 16:28:59,3.136,174.129.217.97,192.168.1.165,3478,4971.0,TCP,...AP.SF,0.0,0.0,6.0,620.0,9.0,656.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.9309999999999999,208.803,221.213,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416536.0,1540416539.0,,0
4625,2018-10-24 16:24:26,2018-10-24 16:24:26,0.009,192.168.1.129,192.168.1.165,80,3660.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.446,0.284,0.604,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416266.0,1540416266.0,,0
4626,2018-10-24 16:25:54,2018-10-24 16:25:54,0.106,192.168.1.119,8.8.8.8,53528,53.0,UDP,........,0.0,0.0,1.0,47.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416354.0,1540416354.0,,0
4627,2018-10-24 16:25:19,2018-10-24 16:29:46,266.190,192.168.1.1,192.168.1.245,0,0.0,ICMP,........,0.0,0.0,39.0,2184.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416319.0,1540416586.0,,0
4628,2018-10-24 16:25:19,2018-10-24 16:28:03,164.102,192.168.1.245,239.255.255.250,56404,1900.0,UDP,........,0.0,0.0,2.0,202.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416319.0,1540416483.0,,0
4629,2018-10-24 16:23:34,2018-10-24 16:28:42,308.081,192.168.1.228,255.255.255.255,8819,8818.0,UDP,........,0.0,0.0,89.0,2492.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416214.0,1540416522.0,,0
4630,2018-10-24 16:26:27,2018-10-24 16:26:27,0.012,192.168.1.129,192.168.1.165,80,3540.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.927,0.275,1.046,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416387.0,1540416387.0,,0
4631,2018-10-24 16:28:41,2018-10-24 16:28:56,15.245,216.58.199.78,192.168.1.119,443,50796.0,UDP,........,0.0,0.0,10.0,1986.0,13.0,11268.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416521.0,1540416536.0,,0
4632,2018-10-24 16:24:14,2018-10-24 16:24:17,2.886,174.129.217.97,192.168.1.165,3478,4334.0,TCP,...AP.SF,0.0,0.0,5.0,448.0,8.0,468.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,7.03,207.926,210.365,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416254.0,1540416257.0,,0
4633,2018-10-24 16:26:53,2018-10-24 16:26:54,0.466,216.58.199.67,192.168.1.192,443,48048.0,UDP,........,0.0,0.0,9.0,4293.0,10.0,5567.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416413.0,1540416414.0,,0
4634,2018-10-24 16:24:41,2018-10-24 16:29:42,300.475,54.153.91.240,192.168.1.248,5222,58503.0,TCP,...AP...,0.0,0.0,11.0,1815.0,22.0,2222.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,9.622,162.256,30021.589,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416281.0,1540416582.0,,0
4635,2018-10-24 16:25:25,2018-10-24 16:25:25,0.210,54.90.239.125,192.168.1.245,3478,39082.0,TCP,...AP...,0.0,0.0,1.0,112.0,2.0,212.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,2.5540000000000003,207.31599999999997,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416325.0,1540416325.0,,0
4636,2018-10-24 16:25:20,2018-10-24 16:25:20,0.022,192.168.1.165,192.168.1.245,49152,60694.0,TCP,...AP.SF,0.0,0.0,7.0,3845.0,7.0,390.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,2.269,1.002,2.67,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416320.0,1540416320.0,,0
4637,2018-10-24 16:26:53,2018-10-24 16:27:54,60.139,192.168.1.230,52.5.220.5,57801,443.0,TCP,...APRSF,0.0,0.0,17.0,3591.0,13.0,7069.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,8.352,209.826,219.72099999999998,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416413.0,1540416474.0,,0
4638,2018-10-24 16:28:04,2018-10-24 16:28:04,0.037,192.168.1.169,192.168.1.245,49153,38140.0,TCP,...AP.SF,0.0,0.0,8.0,4827.0,8.0,338.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.227,1.0070000000000001,2.5540000000000003,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416484.0,1540416484.0,,0
4639,2018-10-24 16:23:45,2018-10-24 16:28:50,305.299,34.235.185.4,192.168.1.196,443,2124.0,TCP,...AP...,0.0,0.0,43.0,1796.0,43.0,3279.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.725,208.113,4502.557,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416225.0,1540416530.0,,0
4640,2018-10-24 16:28:36,2018-10-24 16:28:36,0.000,192.168.1.119,192.168.1.165,56674,3293.0,UDP,........,0.0,0.0,1.0,472.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416516.0,1540416516.0,,0
4641,2018-10-24 16:25:53,2018-10-24 16:26:54,60.148,52.20.217.1,192.168.1.230,443,39276.0,TCP,...APRSF,0.0,0.0,8.0,738.0,11.0,1476.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,8.907,205.011,223.641,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416353.0,1540416414.0,,0
4642,2018-10-24 16:28:29,2018-10-24 16:28:29,0.033,192.168.1.216,192.168.1.1,20561,53.0,UDP,........,0.0,0.0,1.0,38.0,1.0,231.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416509.0,1540416509.0,,0
4643,2018-10-24 16:27:02,2018-10-24 16:27:02,0.190,192.168.1.119,8.8.8.8,57272,53.0,UDP,........,0.0,0.0,2.0,64.0,2.0,108.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416422.0,1540416422.0,,0
4644,2018-10-24 16:29:45,2018-10-24 16:29:45,0.024,192.168.1.239,192.168.1.1,49559,53.0,UDP,........,0.0,0.0,1.0,47.0,1.0,424.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416585.0,1540416585.0,,0
4645,2018-10-24 16:28:30,2018-10-24 16:29:45,75.059,192.168.1.1,192.168.1.239,0,0.0,ICMP,........,0.0,0.0,20.0,1120.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416510.0,1540416585.0,,0
4646,2018-10-24 16:26:26,2018-10-24 16:26:26,0.043,192.168.1.165,192.168.1.169,3394,49153.0,TCP,...AP.SF,0.0,0.0,8.0,363.0,8.0,4827.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.608,2.349,10.949000000000002,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416386.0,1540416386.0,,0
4647,2018-10-24 16:25:25,2018-10-24 16:25:25,0.039,192.168.1.216,192.168.1.1,26114,53.0,UDP,........,0.0,0.0,1.0,38.0,1.0,498.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416325.0,1540416325.0,,0
4648,2018-10-24 16:23:35,2018-10-24 16:28:41,306.004,192.168.1.219,255.255.255.255,49154,6666.0,UDP,........,0.0,0.0,103.0,18025.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416215.0,1540416521.0,,0
4649,2018-10-24 16:25:59,2018-10-24 16:29:05,185.868,192.168.1.1,192.168.1.169,0,0.0,ICMP,........,0.0,0.0,6.0,336.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416359.0,1540416545.0,,0
4650,2018-10-24 16:25:20,2018-10-24 16:25:20,0.013,192.168.1.129,192.168.1.245,80,39905.0,TCP,...AP.SF,0.0,0.0,6.0,1191.0,6.0,313.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.925,0.324,0.555,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416320.0,1540416320.0,,0
4651,2018-10-24 16:27:36,2018-10-24 16:28:29,53.032,192.168.1.165,192.168.1.1,3532,53.0,UDP,........,0.0,0.0,13.0,406.0,13.0,1062.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416456.0,1540416509.0,,0
4652,2018-10-24 16:27:57,2018-10-24 16:27:57,0.011,192.168.1.165,192.168.1.245,3993,49154.0,TCP,...AP.SF,0.0,0.0,7.0,552.0,6.0,368.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.48,0.8440000000000001,1.7630000000000001,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416477.0,1540416477.0,,0
4653,2018-10-24 16:27:06,2018-10-24 16:27:06,0.006,192.168.1.118,8.8.8.8,30120,53.0,UDP,........,0.0,0.0,1.0,30.0,1.0,94.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416426.0,1540416426.0,,0
4654,2018-10-24 16:28:54,2018-10-24 16:28:54,0.099,192.168.1.192,8.8.8.8,38712,53.0,UDP,........,0.0,0.0,1.0,47.0,1.0,63.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416534.0,1540416534.0,,0
4655,2018-10-24 16:29:50,2018-10-24 16:29:50,0.097,192.168.1.192,8.8.8.8,35920,53.0,UDP,........,0.0,0.0,2.0,66.0,2.0,110.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.0,0.0,0.0,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416590.0,1540416590.0,,0
4656,2018-10-24 16:28:36,2018-10-24 16:28:36,0.037,192.168.1.165,192.168.1.245,4005,49154.0,TCP,...AP.SF,0.0,0.0,8.0,447.0,8.0,4936.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,1.433,7.622999999999999,10.524000000000001,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416516.0,1540416516.0,,0
4657,2018-10-24 16:26:28,2018-10-24 16:26:28,0.030,192.168.1.129,192.168.1.165,80,3541.0,TCP,...AP.SF,0.0,0.0,5.0,1171.0,5.0,306.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,3.5010000000000003,0.304,0.287,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416388.0,1540416388.0,,0
4658,2018-10-24 16:28:11,2018-10-24 16:28:23,11.856,174.129.217.97,192.168.1.165,3478,4945.0,TCP,...AP.SF,0.0,0.0,5.0,448.0,10.0,548.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0.0.0,0.0.0.0,0.0,0.0,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,2.9210000000000003,9208.067,208.808,0.0.0.0,0/0,0.0,1969-12-31 18:00:00.000,1540416491.0,1540416503.0,,0
